# MEAN_SAMPLE_SIZE = 2613
# TOTAL_GENES = 14594
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Placenta.Endothelial_cell_Ma...       COVAR   14594      -0.1126    -0.013268      0.14472      0.78174 Placenta.Endothelial_cell_Maged2_high
Placenta.Erythroblast_Hbb.y_...       COVAR   14594    -0.060867   -0.0083474      0.08941      0.75198 Placenta.Erythroblast_Hbb.y_high
Placenta.Granulocyte_monocyt...       COVAR   14594      0.10512     0.015868      0.11203      0.17404 Placenta.Granulocyte_monocyte_progenitors
Placenta.Granulocyte_Neat1_h...       COVAR   14594     0.026922    0.0046697     0.052092      0.30264 Placenta.Granulocyte_Neat1_high
Placenta.Granulocyte_S100a9_...       COVAR   14594     0.019917    0.0025253     0.083618      0.40587 Placenta.Granulocyte_S100a9_high
Placenta.HSPC_Lmo2_high               COVAR   14594    0.0075087    0.0012081      0.10379      0.47116 Placenta.HSPC_Lmo2_high
Placenta.Invasive_spongiotro...       COVAR   14594     0.087119     0.010629      0.12152      0.23672 Placenta.Invasive_spongiotrophoblast
Placenta.Labyrinthine_tropho...       COVAR   14594     0.063708     0.011214     0.078596      0.20881 Placenta.Labyrinthine_trophoblast
Placenta.Macrophage_Apoe_high         COVAR   14594      0.33707     0.040482        0.145     0.010053 Placenta.Macrophage_Apoe_high
Placenta.Macrophage_Spp1_high         COVAR   14594      0.11371     0.016893      0.11678      0.16511 Placenta.Macrophage_Spp1_high
Placenta.Megakaryocyte_proge...       COVAR   14594       0.1546     0.021206     0.076567     0.021743 Placenta.Megakaryocyte_progenitor_cell
Placenta.Monocyte                     COVAR   14594      0.26167     0.027111      0.14758     0.038118 Placenta.Monocyte
Placenta.NK_cell                      COVAR   14594     -0.04055   -0.0069276     0.090282      0.67333 Placenta.NK_cell
Placenta.NKT_cell                     COVAR   14594     -0.06344   -0.0089637      0.10688      0.72359 Placenta.NKT_cell
Placenta.PE_lineage_cell_Gkn...       COVAR   14594    -0.053773   -0.0063831      0.12349      0.66838 Placenta.PE_lineage_cell_Gkn2_high
Placenta.PE_lineage_cell_S10...       COVAR   14594    -0.076315   -0.0079619      0.16614        0.677 Placenta.PE_lineage_cell_S100g_high
Placenta.Progenitor_trophobl...       COVAR   14594     0.036417    0.0057808      0.10666       0.3664 Placenta.Progenitor_trophoblast_Gjb3_high
Placenta.Spiral_artery_troph...       COVAR   14594     -0.13744    -0.020767      0.11586      0.88223 Placenta.Spiral_artery_trophoblast_giant_cells
Placenta.Spongiotrophoblast_...1      COVAR   14594      0.16423     0.031029     0.077167     0.016665 Placenta.Spongiotrophoblast_Hsd11b2_high
Placenta.Spongiotrophoblast_...2      COVAR   14594      0.11353      0.01739      0.10296      0.13509 Placenta.Spongiotrophoblast_Phlda2_high
Placenta.Stromal_cell                 COVAR   14594   0.00049326    5.637e-05      0.16059      0.49877 Placenta.Stromal_cell
Placenta.Stromal_cell_Acta2_...       COVAR   14594     -0.15712     -0.01953      0.13455      0.87854 Placenta.Stromal_cell_Acta2_high
Placenta.Trophoblast_progeni...       COVAR   14594      -0.1142    -0.011922       0.1196      0.83017 Placenta.Trophoblast_progenitor_Taf7l_high
Neonatal_Calvaria.Dividng_ce...       COVAR   14594    -0.049461   -0.0060067      0.10548      0.68044 Neonatal_Calvaria.Dividng_cell
Neonatal_Calvaria.Endothelia...       COVAR   14594     -0.10893    -0.012721      0.11005      0.83884 Neonatal_Calvaria.Endothelial_cell
Neonatal_Calvaria.Erythrobla...       COVAR   14594    -0.095672    -0.016671     0.061584      0.93984 Neonatal_Calvaria.Erythroblast
Neonatal_Calvaria.Granulocyt...       COVAR   14594    0.0053861   0.00070539      0.10768      0.48005 Neonatal_Calvaria.Granulocyte_monocyte_progenitor_cell
Neonatal_Calvaria.Mast_cell           COVAR   14594     0.018277    0.0021087      0.13027      0.44421 Neonatal_Calvaria.Mast_cell
Neonatal_Calvaria.Muscle_cel...1      COVAR   14594     -0.16489    -0.019687      0.10362      0.94422 Neonatal_Calvaria.Muscle_cell_Actc1_high
Neonatal_Calvaria.Muscle_cel...2      COVAR   14594     -0.11037    -0.013021      0.10645       0.8501 Neonatal_Calvaria.Muscle_cell_Junb_high
Neonatal_Calvaria.Muscle_cel...3      COVAR   14594    -0.046377   -0.0046758      0.11831      0.65247 Neonatal_Calvaria.Muscle_cell_Myl9_high
Neonatal_Calvaria.Neuron              COVAR   14594   -0.0011351   -0.0001102      0.17031      0.50266 Neonatal_Calvaria.Neuron
Neonatal_Calvaria.Neutrophil          COVAR   14594     -0.12486    -0.014743      0.11086      0.86996 Neonatal_Calvaria.Neutrophil
Neonatal_Calvaria.Osteoblast          COVAR   14594    -0.086415   -0.0097324      0.11833      0.76738 Neonatal_Calvaria.Osteoblast
Neonatal_Calvaria.Preosteobl...       COVAR   14594    -0.084418    -0.009623      0.11491      0.76872 Neonatal_Calvaria.Preosteoblast.Osteoblast.Bone_cell.Cartilage_cell
Neonatal_Calvaria.Stromal_ce...1      COVAR   14594      -0.1834     -0.02066      0.12868      0.92294 Neonatal_Calvaria.Stromal_cell_Col1a1_high
Neonatal_Calvaria.Stromal_ce...2      COVAR   14594     -0.15428    -0.016153      0.10577      0.92766 Neonatal_Calvaria.Stromal_cell_Col3a1_high
Neonatal_Heart.Atrial_cardio...1      COVAR   14594     0.011418    0.0014325      0.10754      0.45772 Neonatal_Heart.Atrial_cardiomyocyte
Neonatal_Heart.Atrial_cardio...2      COVAR   14594     -0.14822    -0.013644      0.16415      0.81671 Neonatal_Heart.Atrial_cardiomyocyte_Acta2_high
Neonatal_Heart.Cardiac_muscl...       COVAR   14594     -0.11347    -0.013309      0.10077      0.86992 Neonatal_Heart.Cardiac_muscle_cell
Neonatal_Heart.Dendritic_cell         COVAR   14594     -0.19457    -0.021558      0.14723      0.90683 Neonatal_Heart.Dendritic_cell
Neonatal_Heart.Dividing_cell          COVAR   14594     -0.16063    -0.017294      0.15148      0.85551 Neonatal_Heart.Dividing_cell
Neonatal_Heart.Endothelial_c...1      COVAR   14594    -0.091006    -0.013998     0.080251       0.8716 Neonatal_Heart.Endothelial_cell_Eln_high
Neonatal_Heart.Endothelial_c...2      COVAR   14594    -0.040229   -0.0049124      0.11489      0.63689 Neonatal_Heart.Endothelial_cell_Enpp2_high
Neonatal_Heart.Endothelial_c...3      COVAR   14594     -0.23019    -0.023136      0.16613      0.91705 Neonatal_Heart.Endothelial_cell_Igfbp5_high
Neonatal_Heart.Epithelial_ce...       COVAR   14594   -0.0090407   -0.0011017      0.10642      0.53385 Neonatal_Heart.Epithelial_cell
Neonatal_Heart.Left_ventricl...       COVAR   14594    -0.081082   -0.0094636      0.12169      0.74739 Neonatal_Heart.Left_ventricle_cardiomyocyte_Myl2_high
Neonatal_Heart.Macrophage             COVAR   14594      0.10369      0.01096      0.15868      0.25673 Neonatal_Heart.Macrophage
Neonatal_Heart.Neutrophil_Ng...       COVAR   14594     -0.16158    -0.019529      0.10548      0.93721 Neonatal_Heart.Neutrophil_Ngp_high
Neonatal_Heart.Neutrophil_Re...       COVAR   14594    -0.079313   -0.0099716     0.092243      0.80505 Neonatal_Heart.Neutrophil_Retnlg_high
Neonatal_Heart.Smooth_muscle...       COVAR   14594     -0.12548    -0.013068      0.14483      0.80685 Neonatal_Heart.Smooth_muscle_cell
Neonatal_Heart.Stromal_cell_...1      COVAR   14594     -0.34251     -0.03094      0.18934      0.96476 Neonatal_Heart.Stromal_cell_Col3a1_high
Neonatal_Heart.Stromal_cell_...2      COVAR   14594     -0.48084    -0.047268      0.16712      0.99799 Neonatal_Heart.Stromal_cell_Fmod_high
Neonatal_Heart.Vascular_endo...       COVAR   14594     -0.12343    -0.013702      0.13488      0.81994 Neonatal_Heart.Vascular_endothelial_cell
Neonatal_Heart.Ventricle_car...       COVAR   14594    -0.064341   -0.0063254      0.14345      0.67311 Neonatal_Heart.Ventricle_cardiomyocyte_Kcnj8_high
Neonatal_Muscle.Adipocyte             COVAR   14594     -0.10779    -0.016265      0.10169      0.85541 Neonatal_Muscle.Adipocyte
Neonatal_Muscle.B_cell                COVAR   14594     -0.14536     -0.02018       0.1213       0.8846 Neonatal_Muscle.B_cell
Neonatal_Muscle.Brown_adipos...       COVAR   14594     -0.02624   -0.0046926     0.076582      0.63406 Neonatal_Muscle.Brown_adipose_tissue
Neonatal_Muscle.Chondrocyte           COVAR   14594     -0.12849    -0.015048      0.12006      0.85771 Neonatal_Muscle.Chondrocyte
Neonatal_Muscle.Dendritic_ce...       COVAR   14594     0.063275    0.0082495      0.10658      0.27637 Neonatal_Muscle.Dendritic_cell
Neonatal_Muscle.Endothelial_...       COVAR   14594    -0.077027   -0.0092994      0.13347      0.71806 Neonatal_Muscle.Endothelial_cell
Neonatal_Muscle.Epithelial_c...       COVAR   14594     -0.30045    -0.034246      0.13786      0.98534 Neonatal_Muscle.Epithelial_cell
Neonatal_Muscle.Erythroblast...1      COVAR   14594    -0.095152    -0.017011     0.088719      0.85824 Neonatal_Muscle.Erythroblast_Car2_high
Neonatal_Muscle.Erythroblast...2      COVAR   14594     0.082845     0.010943     0.087506      0.17189 Neonatal_Muscle.Erythroblast_Hbb.bs_high
Neonatal_Muscle.Glial_cell            COVAR   14594      0.18121     0.019936      0.14066     0.098828 Neonatal_Muscle.Glial_cell
Neonatal_Muscle.Macrophage_L...       COVAR   14594       0.2282     0.025404      0.15486     0.070308 Neonatal_Muscle.Macrophage_Lyz2_high
Neonatal_Muscle.Macrophage_P...       COVAR   14594      0.20051     0.023513       0.1451     0.083513 Neonatal_Muscle.Macrophage_Pf4_high
Neonatal_Muscle.Mast_cell             COVAR   14594    -0.046855   -0.0054799      0.12388      0.64736 Neonatal_Muscle.Mast_cell
Neonatal_Muscle.Mesenchymal_...       COVAR   14594     -0.13585    -0.013809      0.17525      0.78087 Neonatal_Muscle.Mesenchymal_cell
Neonatal_Muscle.Muscle_cell_...1      COVAR   14594     0.028671    0.0032892      0.12944      0.41235 Neonatal_Muscle.Muscle_cell_Actc1_high
Neonatal_Muscle.Muscle_cell_...2      COVAR   14594       -0.209    -0.023234      0.14846      0.92039 Neonatal_Muscle.Muscle_cell_Myl9_high
Neonatal_Muscle.Neuron                COVAR   14594     -0.11319    -0.012447      0.15102      0.77322 Neonatal_Muscle.Neuron
Neonatal_Muscle.Neutrophil_E...       COVAR   14594      -0.1465    -0.025235      0.10478      0.91895 Neonatal_Muscle.Neutrophil_Elane_high
Neonatal_Muscle.Neutrophil_H...       COVAR   14594      -0.1183    -0.015678      0.08865      0.90896 Neonatal_Muscle.Neutrophil_Hmox1_high
Neonatal_Muscle.Neutrophil_S...       COVAR   14594     -0.12228    -0.012267      0.15209       0.7893 Neonatal_Muscle.Neutrophil_Stfa3_high
Neonatal_Muscle.Skeletal_mus...1      COVAR   14594      -0.1594     -0.01871      0.12327        0.902 Neonatal_Muscle.Skeletal_muscle_cell_Myl1_high
Neonatal_Muscle.Skeletal_mus...2      COVAR   14594     -0.05463   -0.0090947     0.067977      0.78919 Neonatal_Muscle.Skeletal_muscle_cell_Tnnc2_high
Neonatal_Muscle.Smooth_muscl...       COVAR   14594     -0.17977    -0.022055      0.12641       0.9225 Neonatal_Muscle.Smooth_muscle_cell_Mylk_high
Neonatal_Muscle.Stromal_cell...1      COVAR   14594     -0.28208    -0.029245      0.15946      0.96154 Neonatal_Muscle.Stromal_cell_Ndn_high
Neonatal_Muscle.Stromal_cell...2      COVAR   14594    -0.093204    -0.014423      0.07329      0.89825 Neonatal_Muscle.Stromal_cell_Spp1_high
Neonatal_Muscle.T_cell                COVAR   14594    -0.016791   -0.0025116      0.10094      0.56606 Neonatal_Muscle.T_cell
Neonatal_Muscle.Tendon_stem....       COVAR   14594     -0.30336     -0.03614      0.12813      0.99104 Neonatal_Muscle.Tendon_stem.progenitor_cell
Neonatal_Rib.B_cell                   COVAR   14594     -0.24026    -0.028871      0.14297      0.95356 Neonatal_Rib.B_cell
Neonatal_Rib.Cartilage_cell_...1      COVAR   14594    -0.067942   -0.0091041     0.099149       0.7534 Neonatal_Rib.Cartilage_cell_Clu_high
Neonatal_Rib.Cartilage_cell_...2      COVAR   14594     -0.11475     -0.01375       0.1165      0.83766 Neonatal_Rib.Cartilage_cell_Col2a1_high
Neonatal_Rib.Cartilage_cell_...3      COVAR   14594     -0.11769    -0.017652     0.090898      0.90229 Neonatal_Rib.Cartilage_cell_Cxcl14_high
Neonatal_Rib.Cartilage_cell_...4      COVAR   14594     -0.14177    -0.021375     0.095687      0.93076 Neonatal_Rib.Cartilage_cell_Ppa1_high
Neonatal_Rib.Cartilage_cell_...5      COVAR   14594    -0.025251   -0.0038207     0.092648       0.6074 Neonatal_Rib.Cartilage_cell_Prg4_high
Neonatal_Rib.Dividing_cell            COVAR   14594     -0.10164    -0.014502      0.09139      0.86695 Neonatal_Rib.Dividing_cell
Neonatal_Rib.Endothelial_cell         COVAR   14594     -0.06681   -0.0094718     0.094818      0.75947 Neonatal_Rib.Endothelial_cell
Neonatal_Rib.Erythroblast_Hb...       COVAR   14594    -0.071455    -0.010982      0.11364      0.73525 Neonatal_Rib.Erythroblast_Hba.a1_high
Neonatal_Rib.Erythroblast_Tt...       COVAR   14594     -0.23317    -0.024005      0.14509      0.94597 Neonatal_Rib.Erythroblast_Ttr_high
Neonatal_Rib.Granulocyte              COVAR   14594     -0.18716    -0.024097      0.14427      0.90273 Neonatal_Rib.Granulocyte
Neonatal_Rib.Macrophage_C1qc...       COVAR   14594     0.078028     0.011428      0.10961      0.23829 Neonatal_Rib.Macrophage_C1qc_high
Neonatal_Rib.Macrophage_Ctss...       COVAR   14594    -0.030357   -0.0040605      0.12029      0.59962 Neonatal_Rib.Macrophage_Ctss_high
Neonatal_Rib.Muscle_cell              COVAR   14594     -0.21311    -0.026206       0.1225      0.95903 Neonatal_Rib.Muscle_cell
Neonatal_Rib.Muscle_cell_Act...1      COVAR   14594    -0.054354   -0.0070606     0.094556      0.71729 Neonatal_Rib.Muscle_cell_Acta2_high
Neonatal_Rib.Muscle_cell_Act...2      COVAR   14594    -0.046447   -0.0068896     0.075693      0.73026 Neonatal_Rib.Muscle_cell_Actc1_high
Neonatal_Rib.Neuron_Mpz_high          COVAR   14594     -0.15609    -0.016501      0.11567       0.9114 Neonatal_Rib.Neuron_Mpz_high
Neonatal_Rib.Neuron_Stmn2_hi...       COVAR   14594       0.1628     0.024415     0.090431     0.035918 Neonatal_Rib.Neuron_Stmn2_high
Neonatal_Rib.Neutrophil               COVAR   14594     -0.07693   -0.0089016      0.11201       0.7539 Neonatal_Rib.Neutrophil
Neonatal_Rib.Neutrophil_Elan...       COVAR   14594     -0.19236     -0.03293      0.10131      0.97119 Neonatal_Rib.Neutrophil_Elane_high
Neonatal_Rib.Oligodendrocyte          COVAR   14594     0.069583      0.01085     0.076639      0.18197 Neonatal_Rib.Oligodendrocyte
Neonatal_Rib.Osteoblast               COVAR   14594    -0.045075   -0.0072276     0.091658      0.68856 Neonatal_Rib.Osteoblast
Neonatal_Rib.Osteoclast               COVAR   14594    -0.015994   -0.0030515     0.078447      0.58078 Neonatal_Rib.Osteoclast
Neonatal_Rib.Stromal_cell_Ac...       COVAR   14594     -0.24121    -0.030171       0.1229      0.97514 Neonatal_Rib.Stromal_cell_Acta1_high
Neonatal_Rib.Stromal_cell_Tn...       COVAR   14594     -0.21058    -0.024376      0.12474       0.9543 Neonatal_Rib.Stromal_cell_Tnmd_high
Neonatal_Skin.Adipocyte               COVAR   14594    0.0047018   0.00066199      0.10791      0.48262 Neonatal_Skin.Adipocyte
Neonatal_Skin.Brown_adipose_...1      COVAR   14594     0.018843    0.0037136     0.068836      0.39214 Neonatal_Skin.Brown_adipose_tissue_Cidea_high
Neonatal_Skin.Brown_adipose_...2      COVAR   14594    -0.050272   -0.0081819     0.086548      0.71933 Neonatal_Skin.Brown_adipose_tissue_Cox8b_high
Neonatal_Skin.Brown_adipose_...3      COVAR   14594     0.055565    0.0088994      0.07484      0.22891 Neonatal_Skin.Brown_adipose_tissue_mt.Nd5_high
Neonatal_Skin.Dividing_cell           COVAR   14594    -0.061253   -0.0068271      0.15191       0.6566 Neonatal_Skin.Dividing_cell
Neonatal_Skin.Endothelial_ce...       COVAR   14594     -0.15798    -0.020011      0.11452      0.91611 Neonatal_Skin.Endothelial_cell
Neonatal_Skin.Epithelial_cell         COVAR   14594     -0.17697    -0.018333      0.14484      0.88911 Neonatal_Skin.Epithelial_cell
Neonatal_Skin.Erythroblast            COVAR   14594    -0.069942   -0.0078327      0.13127      0.70291 Neonatal_Skin.Erythroblast
Neonatal_Skin.Keratinocyte            COVAR   14594    -0.056321   -0.0070272      0.12665      0.67173 Neonatal_Skin.Keratinocyte
Neonatal_Skin.Lymphatic_vess...       COVAR   14594    -0.046034   -0.0076092       0.0849      0.70616 Neonatal_Skin.Lymphatic_vessel_endothelial_cell
Neonatal_Skin.Macrophage_Cd7...       COVAR   14594      0.03415    0.0058475     0.070106      0.31309 Neonatal_Skin.Macrophage_Cd74_high
Neonatal_Skin.Macrophage_Lyz...       COVAR   14594     0.053154    0.0067899      0.09499      0.28789 Neonatal_Skin.Macrophage_Lyz2_high
Neonatal_Skin.Macrophage_Pf4...       COVAR   14594     0.021093    0.0028814      0.10921      0.42343 Neonatal_Skin.Macrophage_Pf4_high
Neonatal_Skin.Mast_cell               COVAR   14594    -0.077739   -0.0094078      0.11832      0.74441 Neonatal_Skin.Mast_cell
Neonatal_Skin.Melanocyte              COVAR   14594      0.05133    0.0059205      0.11891        0.333 Neonatal_Skin.Melanocyte
Neonatal_Skin.Muscle_cell_Ac...       COVAR   14594     -0.14021    -0.015059      0.12377      0.87135 Neonatal_Skin.Muscle_cell_Actc1_high
Neonatal_Skin.Muscle_cell_Lr...       COVAR   14594     -0.19688     -0.02175      0.14792      0.90839 Neonatal_Skin.Muscle_cell_Lrrc15_high
Neonatal_Skin.Neuron                  COVAR   14594     -0.12077    -0.012893      0.13382      0.81659 Neonatal_Skin.Neuron
Neonatal_Skin.Neutrophil              COVAR   14594     -0.15279    -0.021694     0.075142      0.97898 Neonatal_Skin.Neutrophil
Neonatal_Skin.Osteoblast_Dlk...       COVAR   14594     -0.33279    -0.034247      0.15367      0.98482 Neonatal_Skin.Osteoblast_Dlk1_high
Neonatal_Skin.Osteoblast_Ppi...       COVAR   14594     -0.28378    -0.028258      0.17531      0.94723 Neonatal_Skin.Osteoblast_Ppic_high
Neonatal_Skin.Smooth_muscle_...       COVAR   14594    -0.092698    -0.010036      0.13647       0.7515 Neonatal_Skin.Smooth_muscle_cell_Acta2_high
Neonatal_Skin.Stromal_cell_A...       COVAR   14594     -0.15299    -0.017685      0.12148      0.89604 Neonatal_Skin.Stromal_cell_Akr1c18_high
Neonatal_Skin.Stromal_cell_G...       COVAR   14594     -0.34355    -0.037179       0.1519      0.98814 Neonatal_Skin.Stromal_cell_Gas6_high
Embryonic_Stem_Cell.ES_2C_li...       COVAR   14594    -0.041004   -0.0082007     0.055519      0.76991 Embryonic_Stem_Cell.ES_2C_like
Embryonic_Stem_Cell.ES_Actb_...       COVAR   14594     -0.10832    -0.013352       0.1189      0.81885 Embryonic_Stem_Cell.ES_Actb_high
Embryonic_Stem_Cell.ES_Nedd4...       COVAR   14594    0.0079834    0.0011532     0.098445      0.46768 Embryonic_Stem_Cell.ES_Nedd4_high
Embryonic_Stem_Cell.ES_Rps28...       COVAR   14594    -0.076749    -0.010709      0.10534      0.76687 Embryonic_Stem_Cell.ES_Rps28_high
Mesenchymal_Stem_Cell_Cultur...2      COVAR   14594      -0.1952    -0.030681      0.11112       0.9605 Mesenchymal_Stem_Cell_Cultured.Mesenchymal_stem_cell_Cxcl1_high
Mesenchymal_Stem_Cell_Cultur...1      COVAR   14594    -0.059538     -0.01299     0.073232      0.79188 Mesenchymal_Stem_Cell_Cultured.Mesenchymal_stem_cell_Cxcl10_high
Mesenchymal_Stem_Cell_Cultur...3      COVAR   14594     -0.20134    -0.029309      0.11813      0.95584 Mesenchymal_Stem_Cell_Cultured.Mesenchymal_stem_cell_Tmsb10_high
Trophoblast_Stem_Cell.MEF             COVAR   14594     -0.20697    -0.034753      0.11232       0.9673 Trophoblast_Stem_Cell.MEF
Trophoblast_Stem_Cell.TS_dif...       COVAR   14594   -0.0094187   -0.0023742     0.059328      0.56307 Trophoblast_Stem_Cell.TS_dif_epithelial
Trophoblast_Stem_Cell.TS_Mrp...       COVAR   14594     -0.25009    -0.027434      0.15151      0.95058 Trophoblast_Stem_Cell.TS_Mrpl12_high
Trophoblast_Stem_Cell.TS_Rps...       COVAR   14594     -0.13029    -0.023216     0.089615        0.927 Trophoblast_Stem_Cell.TS_Rps28_high
