Cell_Type,Index,PThresh,FE,EmpPval,NAnnotThesh,NAnnot,NThresh,N,Annotation,Datatype,Type,Category,Trait,Dataset,Sig
monocytes,19,0.01,,-1,0,0,4988,139377,immvar_cd14_sQTL_p1e-12,sQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_sQTL,
monocytes,19,0.001,,-1,0,0,1490,139377,immvar_cd14_sQTL_p1e-12,sQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_sQTL,
monocytes,19,1e-04,,-1,0,0,679,139377,immvar_cd14_sQTL_p1e-12,sQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_sQTL,
monocytes,19,1e-05,,1,0,0,395,139377,immvar_cd14_sQTL_p1e-12,sQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_sQTL,1
monocytes,19,1e-06,,1,0,0,275,139377,immvar_cd14_sQTL_p1e-12,sQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_sQTL,1
monocytes,19,1e-07,,1,0,0,194,139377,immvar_cd14_sQTL_p1e-12,sQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_sQTL,1
monocytes,19,1e-08,,1,0,0,141,139377,immvar_cd14_sQTL_p1e-12,sQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_sQTL,1
T-cells,20,0.1,1.41278,-1,3238,11679,27352,139377,immvar_cd4_eQTL_p1e-3,eQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_eQTL,
T-cells,20,0.01,2.13175,-1,891,11679,4988,139377,immvar_cd4_eQTL_p1e-3,eQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_eQTL,
T-cells,20,0.001,2.85134,-1,356,11679,1490,139377,immvar_cd4_eQTL_p1e-3,eQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_eQTL,
T-cells,20,1e-04,3.33941,-1,190,11679,679,139377,immvar_cd4_eQTL_p1e-3,eQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_eQTL,
T-cells,20,1e-05,3.44424,0,114,11679,395,139377,immvar_cd4_eQTL_p1e-3,eQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_eQTL,0
T-cells,20,1e-06,3.5585,0,82,11679,275,139377,immvar_cd4_eQTL_p1e-3,eQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_eQTL,0
T-cells,20,1e-07,4.06002,0,66,11679,194,139377,immvar_cd4_eQTL_p1e-3,eQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_eQTL,0
T-cells,20,1e-08,4.23191,0,50,11679,141,139377,immvar_cd4_eQTL_p1e-3,eQTL,immvar1,ImmVar,GIANT_HEIGHT,ImmVar_eQTL,0
monocytes,0,0.1,1.45901,-1,6441,17094,67892,262885,blueprint_mono_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
monocytes,0,0.01,1.88617,-1,1427,17094,11635,262885,blueprint_mono_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
monocytes,0,0.001,2.38092,-1,294,17094,1899,262885,blueprint_mono_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
monocytes,0,1e-04,2.68715,-1,65,17094,372,262885,blueprint_mono_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
monocytes,0,1e-05,4.11932,0.00329598,30,17094,112,262885,blueprint_mono_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.00329598
monocytes,0,1e-06,3.12789,0.277228,12,17094,59,262885,blueprint_mono_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.277228
monocytes,0,1e-07,3.13853,0.227723,10,17094,49,262885,blueprint_mono_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.227723
monocytes,0,1e-08,2.92929,0.39604,8,17094,42,262885,blueprint_mono_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.39604
monocytes,1,0.1,1.40528,-1,10936,30133,67892,262885,blueprint_mono_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
monocytes,1,0.01,1.77257,-1,2364,30133,11635,262885,blueprint_mono_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
monocytes,1,0.001,2.03977,-1,444,30133,1899,262885,blueprint_mono_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
monocytes,1,1e-04,2.15759,-1,92,30133,372,262885,blueprint_mono_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
monocytes,1,1e-05,2.57051,0.29703,33,30133,112,262885,blueprint_mono_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.29703
monocytes,1,1e-06,2.51374,0.544554,17,30133,59,262885,blueprint_mono_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.544554
monocytes,1,1e-07,2.49262,0.475248,14,30133,49,262885,blueprint_mono_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.475248
monocytes,1,1e-08,2.07718,0.792079,10,30133,42,262885,blueprint_mono_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.792079
monocytes,2,0.1,1.45342,-1,5919,15769,67892,262885,blueprint_mono_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,
monocytes,2,0.01,1.95008,-1,1361,15769,11635,262885,blueprint_mono_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,
monocytes,2,0.001,2.36151,-1,269,15769,1899,262885,blueprint_mono_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,
monocytes,2,1e-04,3.31627,-1,74,15769,372,262885,blueprint_mono_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,
monocytes,2,1e-05,5.35854,2e-05,36,15769,112,262885,blueprint_mono_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,2e-05
monocytes,2,1e-06,4.52095,0.0342466,16,15769,59,262885,blueprint_mono_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,0.0342466
monocytes,2,1e-07,4.42292,0.0492611,13,15769,49,262885,blueprint_mono_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,0.0492611
monocytes,2,1e-08,3.96929,0.19802,10,15769,42,262885,blueprint_mono_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,0.19802
monocytes,3,0.1,1.35151,-1,16152,46276,67892,262885,blueprint_mono_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,
monocytes,3,0.01,1.68203,-1,3445,46276,11635,262885,blueprint_mono_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,
monocytes,3,0.001,2.00728,-1,671,46276,1899,262885,blueprint_mono_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,
monocytes,3,1e-04,2.39754,-1,157,46276,372,262885,blueprint_mono_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,
monocytes,3,1e-05,3.34762,0.000114515,66,46276,112,262885,blueprint_mono_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,0.000114515
monocytes,3,1e-06,3.75511,0.00017799,39,46276,59,262885,blueprint_mono_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,0.00017799
monocytes,3,1e-07,3.70991,0.000732011,32,46276,49,262885,blueprint_mono_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,0.000732011
monocytes,3,1e-08,3.7872,0.0045977,28,46276,42,262885,blueprint_mono_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,0.0045977
monocytes,4,0.1,1.51712,-1,1387,3540,67892,262885,blueprint_mono_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,
monocytes,4,0.01,2.20199,-1,345,3540,11635,262885,blueprint_mono_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,
monocytes,4,0.001,3.75413,-1,96,3540,1899,262885,blueprint_mono_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,
monocytes,4,1e-04,4.59142,-1,23,3540,372,262885,blueprint_mono_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,
monocytes,4,1e-05,10.6088,0,16,3540,112,262885,blueprint_mono_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,0
monocytes,4,1e-06,8.81066,0.0101215,7,3540,59,262885,blueprint_mono_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,0.0101215
monocytes,4,1e-07,4.54661,0.346535,3,3540,49,262885,blueprint_mono_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,0.346535
monocytes,4,1e-08,1.76813,0.811881,1,3540,42,262885,blueprint_mono_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,0.811881
neutrocytes,5,0.1,1.45069,-1,5501,14683,67892,262885,blueprint_neut_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
neutrocytes,5,0.01,1.92967,-1,1254,14683,11635,262885,blueprint_neut_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
neutrocytes,5,0.001,2.50789,-1,266,14683,1899,262885,blueprint_neut_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
neutrocytes,5,1e-04,3.03214,-1,63,14683,372,262885,blueprint_neut_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
neutrocytes,5,1e-05,4.47601,0.00327011,28,14683,112,262885,blueprint_neut_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.00327011
neutrocytes,5,1e-06,3.6415,0.158416,12,14683,59,262885,blueprint_neut_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.158416
neutrocytes,5,1e-07,3.2885,0.267327,9,14683,49,262885,blueprint_neut_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.267327
neutrocytes,5,1e-08,2.98401,0.49505,7,14683,42,262885,blueprint_neut_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.49505
neutrocytes,6,0.1,1.42849,-1,7948,21544,67892,262885,blueprint_neut_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
neutrocytes,6,0.01,1.83846,-1,1753,21544,11635,262885,blueprint_neut_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
neutrocytes,6,0.001,2.34535,-1,365,21544,1899,262885,blueprint_neut_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
neutrocytes,6,1e-04,2.88655,-1,88,21544,372,262885,blueprint_neut_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
neutrocytes,6,1e-05,3.92215,0.00102701,36,21544,112,262885,blueprint_neut_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.00102701
neutrocytes,6,1e-06,3.30908,0.0943396,16,21544,59,262885,blueprint_neut_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.0943396
neutrocytes,6,1e-07,3.48635,0.128713,14,21544,49,262885,blueprint_neut_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.128713
neutrocytes,6,1e-08,3.48635,0.0746269,12,21544,42,262885,blueprint_neut_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.0746269
neutrocytes,7,0.1,1.4599,-1,5249,13922,67892,262885,blueprint_neut_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,
neutrocytes,7,0.01,2.04488,-1,1260,13922,11635,262885,blueprint_neut_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,
neutrocytes,7,0.001,2.82395,-1,284,13922,1899,262885,blueprint_neut_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,
neutrocytes,7,1e-04,3.65472,-1,72,13922,372,262885,blueprint_neut_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,
neutrocytes,7,1e-05,5.73225,1e-05,34,13922,112,262885,blueprint_neut_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,1e-05
neutrocytes,7,1e-06,5.76082,0.00305904,18,13922,59,262885,blueprint_neut_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,0.00305904
neutrocytes,7,1e-07,5.39506,0.0138504,14,13922,49,262885,blueprint_neut_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,0.0138504
neutrocytes,7,1e-08,4.94547,0.078125,11,13922,42,262885,blueprint_neut_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,0.078125
neutrocytes,8,0.1,1.35721,-1,16345,46632,67892,262885,blueprint_neut_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,
neutrocytes,8,0.01,1.6968,-1,3502,46632,11635,262885,blueprint_neut_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,
neutrocytes,8,0.001,1.9682,-1,663,46632,1899,262885,blueprint_neut_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,
neutrocytes,8,1e-04,2.3944,-1,158,46632,372,262885,blueprint_neut_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,
neutrocytes,8,1e-05,3.32206,7e-05,66,46632,112,262885,blueprint_neut_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,7e-05
neutrocytes,8,1e-06,3.63089,0.000458442,38,46632,59,262885,blueprint_neut_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,0.000458442
neutrocytes,8,1e-07,3.56654,0.00159337,31,46632,49,262885,blueprint_neut_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,0.00159337
neutrocytes,8,1e-08,3.75829,0.00255232,28,46632,42,262885,blueprint_neut_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,0.00255232
neutrocytes,9,0.1,1.50201,-1,1116,2877,67892,262885,blueprint_neut_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,
neutrocytes,9,0.01,2.21467,-1,282,2877,11635,262885,blueprint_neut_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,
neutrocytes,9,0.001,3.27197,-1,68,2877,1899,262885,blueprint_neut_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,
neutrocytes,9,1e-04,3.93009,-1,16,2877,372,262885,blueprint_neut_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,
neutrocytes,9,1e-05,8.9743,0.00151217,11,2877,112,262885,blueprint_neut_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,0.00151217
neutrocytes,9,1e-06,9.29234,0.0146413,6,2877,59,262885,blueprint_neut_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,0.0146413
neutrocytes,9,1e-07,5.59437,0.168317,3,2877,49,262885,blueprint_neut_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,0.168317
neutrocytes,9,1e-08,2.17559,0.792079,1,2877,42,262885,blueprint_neut_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,0.792079
T-cells,10,0.1,1.49282,-1,4493,11654,67892,262885,blueprint_tcel_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
T-cells,10,0.01,2.02988,-1,1047,11654,11635,262885,blueprint_tcel_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
T-cells,10,0.001,2.5539,-1,215,11654,1899,262885,blueprint_tcel_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
T-cells,10,1e-04,3.6383,-1,60,11654,372,262885,blueprint_tcel_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
T-cells,10,1e-05,4.63234,0.00571755,23,11654,112,262885,blueprint_tcel_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.00571755
T-cells,10,1e-06,3.8233,0.178218,10,11654,59,262885,blueprint_tcel_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.178218
T-cells,10,1e-07,2.76214,0.475248,6,11654,49,262885,blueprint_tcel_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.475248
T-cells,10,1e-08,3.2225,0.386139,6,11654,42,262885,blueprint_tcel_K27AC_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.386139
T-cells,11,0.1,1.48578,-1,3374,8793,67892,262885,blueprint_tcel_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
T-cells,11,0.01,1.97601,-1,769,8793,11635,262885,blueprint_tcel_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
T-cells,11,0.001,2.55046,-1,162,8793,1899,262885,blueprint_tcel_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
T-cells,11,1e-04,3.69695,-1,46,8793,372,262885,blueprint_tcel_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,
T-cells,11,1e-05,4.27101,0.0465116,16,8793,112,262885,blueprint_tcel_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.0465116
T-cells,11,1e-06,2.53365,0.683168,5,8793,59,262885,blueprint_tcel_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.683168
T-cells,11,1e-07,1.22029,0.891089,2,8793,49,262885,blueprint_tcel_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.891089
T-cells,11,1e-08,1.42367,0.821782,2,8793,42,262885,blueprint_tcel_K4ME1_log2rpm_fdr0.05,aceQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_aceQTL,0.821782
T-cells,12,0.1,1.50281,-1,5099,13138,67892,262885,blueprint_tcel_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,
T-cells,12,0.01,2.09984,-1,1221,13138,11635,262885,blueprint_tcel_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,
T-cells,12,0.001,2.571,-1,244,13138,1899,262885,blueprint_tcel_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,
T-cells,12,1e-04,3.33492,-1,62,13138,372,262885,blueprint_tcel_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,
T-cells,12,1e-05,4.28775,0.0260417,24,13138,112,262885,blueprint_tcel_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,0.0260417
T-cells,12,1e-06,2.71315,0.633663,8,13138,59,262885,blueprint_tcel_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,0.633663
T-cells,12,1e-07,2.04179,0.910891,5,13138,49,262885,blueprint_tcel_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,0.910891
T-cells,12,1e-08,1.90567,0.950495,4,13138,42,262885,blueprint_tcel_gene_nor_combat_fdr0.05,eQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_eQTL,0.950495
T-cells,13,0.1,1.38296,-1,13986,39159,67892,262885,blueprint_tcel_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,
T-cells,13,0.01,1.73501,-1,3007,39159,11635,262885,blueprint_tcel_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,
T-cells,13,0.001,2.03272,-1,575,39159,1899,262885,blueprint_tcel_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,
T-cells,13,1e-04,2.70696,-1,150,39159,372,262885,blueprint_tcel_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,
T-cells,13,1e-05,3.5964,3e-05,60,39159,112,262885,blueprint_tcel_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,3e-05
T-cells,13,1e-06,3.86866,0.0011439,34,39159,59,262885,blueprint_tcel_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,0.0011439
T-cells,13,1e-07,3.69915,0.00733138,27,39159,49,262885,blueprint_tcel_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,0.00733138
T-cells,13,1e-08,3.83616,0.00526316,24,39159,42,262885,blueprint_tcel_meth_M_fdr0.05,mQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_mQTL,0.00526316
T-cells,14,0.1,1.55396,-1,1702,4241,67892,262885,blueprint_tcel_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,
T-cells,14,0.01,2.38143,-1,447,4241,11635,262885,blueprint_tcel_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,
T-cells,14,0.001,3.26417,-1,100,4241,1899,262885,blueprint_tcel_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,
T-cells,14,1e-04,5.16555,-1,31,4241,372,262885,blueprint_tcel_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,
T-cells,14,1e-05,9.96213,0,18,4241,112,262885,blueprint_tcel_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,0
T-cells,14,1e-06,8.40496,0.0106157,8,4241,59,262885,blueprint_tcel_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,0.0106157
T-cells,14,1e-07,3.7951,0.366337,3,4241,49,262885,blueprint_tcel_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,0.366337
T-cells,14,1e-08,4.42761,0.425743,3,4241,42,262885,blueprint_tcel_psi_fdr0.05,psiQTL,blueprint1,BLUEPRINT,igap_stage_1,BLUEPRINT_psiQTL,0.425743
monocytes,17,0.1,1.61415,-1,3638,8727,67892,262885,fairfax_cis_fdr0.05,eQTL,fairfax1,Fairfax2014,igap_stage_1,Fairfax2014_eQTL,
monocytes,17,0.01,2.40002,-1,927,8727,11635,262885,fairfax_cis_fdr0.05,eQTL,fairfax1,Fairfax2014,igap_stage_1,Fairfax2014_eQTL,
monocytes,17,0.001,3.45806,-1,218,8727,1899,262885,fairfax_cis_fdr0.05,eQTL,fairfax1,Fairfax2014,igap_stage_1,Fairfax2014_eQTL,
monocytes,17,1e-04,5.02053,-1,62,8727,372,262885,fairfax_cis_fdr0.05,eQTL,fairfax1,Fairfax2014,igap_stage_1,Fairfax2014_eQTL,
